





PK;NOMBRE;SUBTIPO;DESCRIPCION;FECHA;AUTORES;PDF;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
400509;"Monolitos Escuela Superior de Ingenieros de Minas";"Elemento conmemorativo, Lápida";"Al poco de concluirse en 1896 la nueva Escuela de Ingenieros de Minas diseñada por el arquitecto Ricardo Velázquez Bosco en la calle de Ríos Rosas, se trajeron a la misma con fines pedagógicos diversas muestras de minerales procedentes de minas españolas en explotación, entre los que figuran los dos monolitos que flanquean la portada principal; colocándose otros dos grandes bloques -de magnetita y ferrita- que proceden de la misma iniciativa, a los lados de la escalera trasera.";"Cercano a 1896";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400509.pdf?idMonumento=6ed8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6ed8091d1b9c4510091d1b9c45102e085a0aRCRD";"Ríos Rosas";"C";"V";"21";"";"";"";"";"MADRID";"MADRID";"";"RÍOS ROSAS";"";"440594";"4477070";"40.442160134835945";"-3.7004852383251814";"";"";"";""; 
408721;"Monseñor Óscar Romero";"Elemento conmemorativo, Lápida";"La lápida rinde homenaje a Monseñor Óscar Arnulfo Romero, religioso católico nacido en 1917 en Ciudad Barrios (El Salvador). Ingresó muy pronto en el seminario y, tras una estancia de cinco años en Roma, donde fue ordenado sacerdote, regresó de nuevo a su país. Allí desempeñó diversos cargos hasta 1977, cuando fue nombrado arzobispo metropolitano de San Salvador, puesto que ocuparía hasta su muerte en 1980. Durante todo su ejercicio sacerdotal, y muy especialmente desde el arzobispado, fue un activo defensor de los derechos humanos y de los pobres de su país, aprovechando su cargo y sus homilías para denunciar la violencia política que se vivía entonces en el país latinoamericano. Debido a sus continuas críticas de estos hechos, en marzo de 1980 fue abatido de un disparo mientras celebraba una misa en un hospital salvadoreño, iniciándose en 1994 su proceso de canonización. La lápida fue instalada por la Junta Municipal de Carabanchel en representación del Ayuntamiento de Madrid en junio de 1987 en la fachada del Centro de Servicios Sociales Monseñor Romero, cuyo nombre también fue dado a la calle en que ambos están situados y que anteriormente fue denominada de Don Manuel Cano y de las Cinco Rosas.";"1987";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408721.pdf?idMonumento=eeb8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=eeb8091d1b9c4510091d1b9c45102e085a0aRCRD";"Monseñor Óscar Romero";"C";"V";"42";"";"";"";"";"MADRID";"MADRID";"";"VISTA ALEGRE";"CARABANCHEL";"436821";"4470406";"40.381850047333245";"-3.7443093340517044";"";"";"";""; 
408360;"Montaña Artificial del Retiro";"Edificación singular";"La Montaña Artificial es uno de los caprichos que el rey Fernando VII promovió en el Reservado del Parque del Retiro o zona que delimitó del uso público para su real disfrute y el de su familia. Las obras se iniciaron en 1817, siendo nombrado director de este jardín romántico Bernardino Berogán, incluyéndose en él diferentes edificaciones proyectadas por el arquitecto real Isidro González Velázquez, como la Casa del Pescador, la Casa del Contrabandista, la Casa del Pobre, la Casa Rústica o Persa, la Pajarera, la Casa de Fieras, el Embarcadero del Estanque Grande o esta &amp;ldquo;Montaña Rusa&amp;rdquo;, la cual ocultaba con vegetación diversa una gran bóveda ejecutada para cubrir una noria, aprovechándose su cima para la colocación de un templete, ya desaparecido, aunque se conserve la base, que servía de observatorio. Consistía éste en un curioso elemento, de rasgos orientales, y configurado por tres torres, una central de planta octogonal y dos cilíndricas en los extremos, unidas por una arquería que rodeaba y reproducía la geometría de la primera. A sus pies cuenta con una ría y estanque, que originalmente tuvo peces y gansos, y diversas cascadas, la principal con la parte superior adornada con la cabeza de un león de yeso. Conocida también como Montaña de los Gatos. Fue restaurada en los años ochenta, ubicándose en el interior una sala de exposiciones.";"1817";"GONZÁLEZ VELÁZQUEZ, Isidro";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408360.pdf?idMonumento=61e8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=61e8091d1b9c4510091d1b9c45102e085a0aRCRD";"Duque de Fernán Núñez";"Pº";"V";"";"";"";"";"";"MADRID";"MADRID";"";"JERÓNIMOS";"RETIRO";"442375";"4474928";"40.42110795674615";"-3.680557750730097";"";"";"";""; 
409494;"Monumento 1 Gran Vía Villaverde Letras";"Elemento de ornamentación";"Pertenece a las intervenciones de ornamentación de la Gran Vía de Villaverde, y está acompañado por marquesinas metálicas, fuentes, otros monumentos y mobiliario urbano. Formal y estéticamente, se encuentra directamente emparentado con el resto de los elementos de carácter más o menos escultórico que adornan el paseo, especialmente con las letras ubicadas en el otro extremo de la avenida.";"2003";"Empresa Tres Cantos, S. A.";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409494.pdf?idMonumento=cf48091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=cf48091d1b9c4510091d1b9c45102e085a0aRCRD";"Gran Vía de Villaverde";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"SAN ANDRÉS";"VILLAVERDE";"440015";"4465858";"40.3411152108133";"-3.7062560232055226";"";"";"";""; 
409495;"Monumento 2 Gran Vía Villaverde";"Elemento de ornamentación";"Estos dos elementos pertenecen a las intervenciones de ornamentación de la Gran Vía de Villaverde y están acompañados por marquesinas metálicas, fuentes, otros monumentos escultóricos y mobiliario urbano.";"2003";"Empresa Tres Cantos, S. A.";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409495.pdf?idMonumento=ef48091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ef48091d1b9c4510091d1b9c45102e085a0aRCRD";"Gran Vía de Villaverde";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"SAN ANDRÉS";"VILLAVERDE";"440250";"4466069";"";"";"";"";"";""; 
409497;"Monumento 3 Gran Vía Villaverde";"Elemento de ornamentación";"Pertenece a las intervenciones de ornamentación de la Gran Vía de Villaverde y está acompañado por marquesinas metálicas, fuentes, otros monumentos y mobiliario urbano. Formal y estéticamente, se encuentra emparentado con el resto de los elementos de carácter más o menos escultórico que adornan el paseo, especialmente con los realizados a base de piezas cilíndricas tubulares.";"2003";"Empresa Tres Cantos, S. A.";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409497.pdf?idMonumento=0058091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0058091d1b9c4510091d1b9c45102e085a0aRCRD";"Gran Vía de Villaverde";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"SAN ANDRÉS";"VILLAVERDE";"440514";"4466091";"";"";"";"";"";""; 
409810;"Monumento 4 Gran Vía Villaverde";"Elemento de ornamentación";"Pertenece a las intervenciones de ornamentación de la Gran Vía de Villaverde, y está acompañado por marquesinas metálicas, fuentes, otros monumentos y mobiliario urbano. Formal y estéticamente, se encuentra emparentado con el resto de los elementos de carácter más o menos escultórico que adornan el paseo, especialmente con los realizados a base de piezas tubulares cilíndricas.";"2003";"Empresa Tres Cantos, S. A.";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409810.pdf?idMonumento=2158091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2158091d1b9c4510091d1b9c45102e085a0aRCRD";"Gran Vía de Villaverde";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"SAN CRISTÓBAL";"VILLAVERDE";"441943";"4466890";"40.34866709400335";"-3.68491589187695";"";"";"";""; 
409809;"Monumento 6 Gran Vía Villaverde Letras";"Elemento de ornamentación";"Pertenece a las intervenciones de ornamentación de la Gran Vía de Villaverde, y está acompañado por marquesinas metálicas, fuentes, otros monumentos y mobiliario urbano. Formal y estéticamente, se encuentra directamente emparentado con el resto de los elementos de carácter más o menos escultórico que adornan el paseo, especialmente con las letras ubicadas en el otro extremo de la avenida.";"2003";"Empresa Tres Cantos, S. A.";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409809.pdf?idMonumento=0158091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0158091d1b9c4510091d1b9c45102e085a0aRCRD";"Gran Vía de Villaverde";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"BUTARQUE";"VILLAVERDE";"441929";"4467364";"40.35481758521159";"-3.6838593842938208";"";"";"";""; 
413033;"Monumento a Adolfo Suárez";"Elemento conmemorativo, Lápida";"El monumento fue erigido e inaugurado en 2007 por iniciativa de algunos comerciantes del distrito de Moratalaz con el fin de homenajear a Adolfo Suárez González (Cebreros, Ávila, 1932), el que fuera líder de la Transición y, entre 1976 y 1981, primer presidente de la Democracia española.La obra, levantada en La Lonja de Moratalaz (que es un ámbito privado pero de uso público), no contó con ningún respaldo oficial ni municipal, sino con aportaciones de comerciantes y vecinos del barrio y con donaciones y patrocinios privados. Este elemento conmemorativo ocupa el lugar donde antes estuvo ubicada una fuente, de la que se aprovechó parte del recinto y ajardinamiento preexistentes.";"2007";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/413033.pdf?idMonumento=c0e8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c0e8091d1b9c4510091d1b9c45102e085a0aRCRD";"Marroquina";"C";"V";"42";"";"";"";"";"MADRID";"MADRID";"";"MARROQUINA";"MORATALAZ";"445097";"4473232";"40.407894802316726";"-3.6470600944217137";"";"";"";""; 
408910;"Monumento a Enrique Tierno Galván";"Elemento conmemorativo, Lápida";"Monumento conmemorativo del parque de Villarrosa, ubicado en su zona más elevada, que fue erigido en memoria del alcalde Enrique Tierno Galván, bajo cuyo mandato se inauguró en 1983 la fase inicial del recinto. Como consecuencia de su fallecimiento en enero de 1986, Enrique Tierno no pudo ver finalizado el segundo periodo de las obras, concluidas definitivamente en 1987. El diseño original del monumento se debe al artista albaceteño Juan José Gómez Molina, que trabajó en colaboración con el arquitecto Francisco Rodríguez de Partearroyo.";"1986";"GÓMEZ MOLINA, Juan José - RODRÍGUEZ DE PARTEARROYO CONDE, Francisco";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408910.pdf?idMonumento=25c8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=25c8091d1b9c4510091d1b9c45102e085a0aRCRD";"Aconcagua";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CANILLAS";"HORTALEZA";"446626";"4480130";"40.468254590578084";"-3.630888746619128";"";"";"";""; 
409050;"Monumento a la Paz";"Escultura conceptual o abstracta";"La obra, de la escultora y pintora brasileña Yolanda D’Augsburg, fue realizada en 1992, contando con el patrocinio de El Corte Inglés, para conmemorar la Conferencia de Paz entre israelíes y palestinos celebrada en Madrid en noviembre de 1991. Está ubicada en el acceso al parque desde el aparcamiento principal, y no corresponde a los trabajos encargados con motivo del Simposium Internacional de Esculturas al Aire Libre organizado por el Ayuntamiento de Madrid en 1991 para la decoración del Parque Juan Carlos I. Fue instalada en octubre de 1992 e inaugurada el 6 de noviembre del mismo año en un acto presidio por los reyes de España. Actualmente, es una de las piezas (concretamente la n&amp;ordm; 18) que integra la llamada Senda de las Esculturas, un recorrido artístico-didáctico por todo el parque donde el visitante percibe las vinculaciones entre el Arte y la Naturaleza, a través de una serie de creaciones de diferentes escultores que exhiben una gran variedad de propuestas estéticas.";"1992";"null";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409050.pdf?idMonumento=0c38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0c38091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CORRALEJOS";"BARAJAS";"448045";"4479225";"40.46019192847343";"-3.614088602922122";"";"";"";""; 
408565;"Monumento a las víctimas de la Aviación Militar Española";"Grupo Escultórico";"El conjunto actual, inaugurado el 22 de febrero de 1996 por el rey Juan Carlos I y realizado por el escultor y catedrático de Bellas Artes José Luis Parés Parra, se trata de una réplica del primitivo Monumento a las Víctimas de la Aviación Militar Española efectuada a auspicios del Ayuntamiento de Madrid y del Ejército del Aire. El grupo escultórico original, costeado por suscripción popular y del que persiste el pedestal, fue obra del capitán de infantería y escultor Manuel Delgado Brackenbury, miembro de la Reales Academias de Bellas Artes de Santa Isabel de Hungría de Sevilla y de San Fernando de Madrid. La idea del monumento surgió como un memorando de la primera víctima de la aviación militar española, el capitán Celestino Bayo Lucía, muerto en accidente en 1912 en el aeropuerto de Cuatro Vientos; a él se fueron añadiendo hasta 1922 un total de 42 nombres, pero desde entonces no se prosiguieron las inscripciones. Inaugurado en la plaza del Marqués de Cerralbo por el rey Alfonso XIII el 6 de junio de 1918, una vez finalizada la guerra de África, en la que por vez primera se utilizaron los aviones de combate, se traslada en 1973 a los jardines laterales del paseo de Moret del Cuartel General del Ejército del Aire. Por efecto de las obras del Intercambiador de transportes de Moncloa, se decidió el conveniente desplazamiento del monumento hasta la fachada principal del Cuartel, pero, en vista de los ostensibles deterioros que presentaba, debido principalmente a la propia naturaleza de la piedra utilizada (la arenisca), se decidió su desmontaje y traslado al Museo del Ejército del Aire para su consolidación y conservación a la vez que se llevaba a cabo la restauración  del pedestal y la correspondiente réplica del resto para la nueva ubicación, costeada por el Ejército del Aire; el Ayuntamiento asumió por su parte las tareas derivadas de remodelación, el actual ajardinamiento perimetral y la iluminación ornamental.";"1918";"DELGADO BRACKENBURY, Manuel";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408565.pdf?idMonumento=a928091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a928091d1b9c4510091d1b9c45102e085a0aRCRD";"Princesa";"C";"V";"87";"";"";"";"";"MADRID";"MADRID";"";"ARGÜELLES";"MONCLOA-ARAVACA";"439015";"4476129";"40.43356890934388";"-3.7190123137270414";"";"";"";""; 
409821;"Monumento a las víctimas del 11-M El Pozo";"Grupo Escultórico";"Este monumento conmemorativo, compuesto por una fuente, una serie de elementos abstractos y 31 obras gráficas alojadas en un muro de granito, se ha erigido en recuerdo de las víctimas del atentado terrorista del 11 de marzo de 2004. El atentado se perpetró con la colocación de diez artefactos explosivos en cuatro trenes de la línea de cercanías que une Alcalá de Henares con Atocha. Dos de esas explosiones se produjeron en un tren en la Estación de El Pozo.La Asociación de Víctimas del 11-M presidida por Pilar Manjón junto con la Asociación de Vecinos de El Pozo fueron los impulsores de este proyecto, que surgió a raíz de una exposición en la que participaron algunos de los miembros de la Asociación de Artistas Plásticos Sin Fronteras que voluntariamente donaron su obra. Es entonces cuando surge la idea de generar un espacio urbano donde albergar un monumento conmemorativo permanente como soporte de estas 31 piezas artísticas en las que los artistas expresan el dolor y la solidaridad de toda la sociedad con las víctimas y sus familiares. Los artistas donantes son Carmen Pagés, Raúl A. Manrique, J.L. Alexanco, E. Morales, Luis Fernando Aguirre, Jesús Emilio Vizuete, Abel Cuerda, Manuel Alcorlo, Carlos Urbina, Lugán, Diego Romero, Rodríguez Guy, Santos Díaz; Paz Santos, Óscar Estruga, Susan Nash, Rufino de Mingo, Juan Romero, Enrique Esteve, Alfredo Alcaín, Rafael García Tejero, Andrés Rabago €€l Roto€€ María Muñoz, Claudio F. Pérez-Mínguez, Fran&amp;ccedil;ois Marechal, Teófilo Buendía, Enrique Ortíz, Forges, Juanjo Jiménez, Juan Genovés y Peridis.El proyecto fue redactado y dirigido por los arquitectos José María Pérez González, €€Peridis, €€y Fernando Gaforio Nebreda y como colaboradores los arquitectos Manuel Carreño Araya e Ignacio Matallana Royo.Se eligió para su emplazamiento un solar contiguo a la estación de cercanías del Pozo compuesto por dos parcelas, una propiedad de ADIF y otra del Ayuntamiento de Madrid.Las obras comenzaron el 1 de junio de 2010 sufragadas por el Estado a través del Fondo Estatal para el Empleo y la Sostenibilidad Local (FEESL) y concluyeron en febrero de 2011.Este monumento fue inaugurado el 11 de marzo de 2011, con motivo de la conmemoración del séptimo aniversario del atentado terrorista.El arquitecto y humorista gráfico José María Pérez González, Peridis, nacido en Cantabria en 1941, es conocido por sus viñetas que publica diariamente en el periódico El País. Ha destacado por su trabajo en restauración y conservación del patrimonio arquitectónico. Fue el promotor del Programa de Formación y Empleo para jóvenes en la Recuperación del Patrimonio, Escuelas Taller, y Casas de Oficio, desarrollado por el Inem y el Fondo Social Europeo. Es fundador y presidente de la Fundación Santa María la Real distinguida por el premio Europa Nostra en 1997. Ha recibido la Medalla al Mérito de Bellas Artes en 1993 y la Medalla de Oro al Mérito en el Trabajo en 2006 entre otras distinciones.";"2010";"GAFORIO NEBREDA, Fernando - PÉREZ GONZÁLEZ, José María";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409821.pdf?idMonumento=ce28091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ce28091d1b9c4510091d1b9c45102e085a0aRCRD";"Entrevías";"Avda";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ENTREVÍAS";"PUENTE DE VALLECAS";"444202";"4469717";"40.376170077166066";"-3.6572995190329243";"";"";"";""; 
400249;"Monumento a los caídos";"Elemento conmemorativo, Lápida";"El Hospital Militar Gómez Ulla, hoy Hospital Central de la Defensa, fue conocido en su origen como Hospital Militar de Carabanchel, que sustituyó en estas lomas del cerro Almodóvar en 1903 al viejo Hospital de la Princesa destruido por un incendio y que se convirtió en una institución señera de la sanidad militar a la vez que en emblema del distrito. Proyectado por el ingeniero Manuel Cano y León en 1889, de aquella ciudad hospitalaria concebida como multitud de pabellones sustituidos entre 1972 y 1975 por el enorme bloque del general Juan Cámpora Rodríguez, con proyecto de 1967, apenas persisten algunas supervivencias, como el edificio que se abre al frente más urbano del enorme recinto de la plaza del Ejército, al que daría su nombre el célebre cirujano, académico y general Mariano Gómez Ulla (Santiago de Compostela, 1877 – Madrid, 1945), gran modernizador de sus instalaciones y enterrado en sus jardines, quien, participante en las campañas de Marruecos (fue testigo del desembarco de Alhucemas), debió de ser también promotor de esta otra supervivencia que es el monumento dedicado a la memoria de los jefes y oficiales del cuerpo técnico-militar muertos en campaña e inaugurado en 1929. Gómez Ulla llegó aL Rif marroquí en 1909 y allí permaneció de forma discontinua hasta 1926, contribuyendo a la reducción de muertes en el Ejército hasta casi la mitad gracias sobre todo a un sistema de asistencia a los heridos en el frente, que los transportaba rápidamente y en las mejores condiciones posibles hasta los hospitales de campaña donde eran operados de urgencia. El autor del monumento sería el atípico director de cine madrileño Carlos Arévalo, quien se inició como escultor y fue en 1953 catedrático de esta materia en la Escuela de Artes y Oficios, pero que desarrolla una peculiar carrera cinematográfica a partir de 1939.";"1929";"ARÉVALO, Carlos";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400249.pdf?idMonumento=8608b09812dc4510b09812dc45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8608b09812dc4510b09812dc45102e085a0aRCRD";"Ejército";"Gta";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ALUCHE";"LATINA";"436648";"4471295";"";"";"";"";"";""; 
400511;"Monumento a los caídos de Fuencarral";"Elemento conmemorativo, Lápida";"Monumento conmemorativo instalado tras finalizar la Guerra Civil española en el recinto de la Iglesia parroquial de la antigua villa de Fuencarral, en homenaje a los fallecidos del bando franquista procedentes de la zona.";"Posterior a 1939";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400511.pdf?idMonumento=aed8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=aed8091d1b9c4510091d1b9c45102e085a0aRCRD";"MADRE MARIA ANA MOGAS";"PLAZA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28034";"VALVERDE";"FUENCARRAL-EL PARDO";"441653";"4482859";"40.49438642914584";"-3.688529551708391";"";"";"";""; 
409048;"Monumento al III duque de Osuna";"Elemento conmemorativo, Lápida";"Es uno de los principales monumentos conmemorativos existentes en el parque de El Capricho de la Alameda de Osuna, declarado en 1934 Jardín Artístico, hoy Bien de Interés Cultural como Jardín Histórico. Fue realizado en 1838 durante una de las últimas fases de ejecución de los elementos más destacados del jardín, en tiempos de Don Pedro Alcántara Téllez Girón (1811-1844), XI duque de Osuna, nieto y heredero de Doña María Josefa de la Soledad Alonso-Pimentel y Téllez Girón (1752-1834), condesa-duquesa de Benavente y duquesa de Osuna, quien entre 1784 y 1834 fue la principal promotora de El Capricho. Con esta obra el XI duque pretendió homenajear a uno de sus más ilustres y prestigiosos antepasados, D. Pedro Téllez Girón (1574-1624), III duque de Osuna y virrey de Nápoles, singular personaje que, tras combatir con éxito a los turcos y a otros enemigos de España durante el reinado de Felipe III, cayó en desgracia con la llegada al poder de su adversario el conde-duque de Olivares, siendo encarcelado por una supuesta ambición política, al parecer bajo falsas acusaciones, y muriendo en cautiverio en 1624. Poco antes, en 1621, D. Pedro estuvo prisionero precisamente en el castillo de Barajas, muy próximo a la Alameda, lo cual, según diversos autores, fue uno de los motivos principales por los que la duquesa de Osuna adquirió la finca en 1783. De hecho, hasta que se realizó el actual monumento en 1838, hubo en ese mismo lugar algún tipo de obra funeraria, de la que existen diversos testimonios escritos, que se erigió rodeada de cipreses y sobre piedras extraídas de las ruinas del mencionado castillo, las cuales permanecen hoy como basamento del monumento definitivo y, en consecuencia, formando parte de isla que preside el lago situado en el centro de la ría que recorre de El Capricho por su lado norte.";"1838";"LÓPEZ AGUADO, Martín";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409048.pdf?idMonumento=09c8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=09c8091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ALAMEDA DE OSUNA";"BARAJAS";"449140";"4478640";"40.45687031824916";"-3.5998465866375176";"";"";"";""; 
409822;"Monumento Junta Municipal de Hortaleza";"Elemento de ornamentación";"Elemento decorativo, en forma de exedra o ábside sobre una plataforma escalonada, que preside los jardines del Palacete Villa Rosa, donde hoy se encuentra la sede de la Junta Municipal del Distrito de Hortaleza. Se trata posiblemente de una pieza añadida sobre un elemento anterior, que podría pertenecer a alguna intervención de los años 40 ó 50 del siglo XX, mantenida, reformada y ampliada entre 1986 y 1990, cuando se rehabilitó el palacete y los jardines anexos para albergar la Junta de Distrito. La obra forma conjunto con un ajardinamiento rectangular, situado sobre una antigua piscina y rehabilitado en 1998, que está acompañado por una fuente y varios jarrones o urnas de piedra caliza colocados sobre pedestales de granito. El conjunto se encuentra adornado con jarrones, florones y elementos decorativos que tienen su origen al igual que el conjunto de columnas inmediato, con el cerramiento del antiguo Ministerio de Fomento, hoy Ministerio de Agricultura.";"1990";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409822.pdf?idMonumento=6158091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6158091d1b9c4510091d1b9c45102e085a0aRCRD";"Canillas";"Ctra";"V";"2";"";"";"";"";"MADRID";"MADRID";"";"CANILLAS";"HORTALEZA";"444248";"4479328";"40.46275437056285";"-3.657600180064806";"";"";"";""; 
400474;"Moreno Benítez Juan";"Elemento conmemorativo, Lápida";"Esta lápida fue instalada en 1969 para conmemorar el centenario de la creación del Orfanato Nacional del Pardo y como homenaje a, D. Juan Moreno Benítez, gobernador de la provincia de Madrid y promotor de la creación de varios asilos e instituciones análogas en 1869. Ese mismo año le fueron donados varios edificios de diversa índole situados en El Pardo y en Aranjuez, que fueron acondicionados para su nuevo uso y ocupados hasta 1947, cuando la institución se trasladó a Madrid estableciéndose en una edificación construida expresamente para ella en 1944 en una zona desocupada de la finca Vista Alegre. El origen de este recinto se encuentra en una finca de recreo que a principios del siglo XIX pertenecía a varios vecinos de Carabanchel y que en 1829 despertó el interés de María Cristina, esposa de Fernando VII, quien la adquirió y posteriormente amplió con diversas construcciones convirtiéndola en Real Posesión; en 1859 la finca fue vendida a D. José de Salamanca, quien realizó nuevas intervenciones en ella y, tras la muerte de éste, pasó a manos del Estado en 1887. Su extensión sería ocupada desde entonces paulatina y desordenadamente por diversas instituciones de carácter social y docente, aprovechándose las edificaciones existentes para albergar diferentes usos y construyendo otras nuevas en las zonas desocupadas.La lápida ha permanecido desde su instalación en 1969, deteriorándose paulatinamente con la progresiva pérdida de piezas.";"1969";"SERRANO, José M.";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400474.pdf?idMonumento=ecd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ecd8091d1b9c4510091d1b9c45102e085a0aRCRD";"General Ricardos";"C";"V";"179";"";"";"";"";"MADRID";"MADRID";"";"PUERTA BONITA";"CARABANCHEL";"437629";"4470521";"40.382946894126086";"-3.7348023213025257";"";"";"";""; 
